,status_group
10615,non functional
14075,non functional
16524,non functional
4595,non functional
14643,functional needs repair
17182,non functional
2045,non functional
1099,non functional
16630,non functional
290,non functional
6056,non functional
26528,non functional
22853,non functional
1003,non functional
5286,non functional
24147,non functional
2721,non functional
22321,non functional
5107,non functional
18688,non functional
15005,non functional
18799,non functional
11903,functional needs repair
10546,non functional
9620,non functional
22146,non functional
12855,non functional
11045,functional needs repair
9914,non functional
16740,non functional
14339,non functional
17895,non functional
16162,non functional
1238,non functional
2232,non functional
26197,non functional
17805,non functional
2426,non functional
5759,non functional
19745,non functional
2960,non functional
3363,non functional
12140,non functional
12540,non functional
3720,functional needs repair
9099,non functional
9824,non functional
22395,functional needs repair
5274,functional needs repair
8884,non functional
26133,non functional
25698,functional needs repair
8878,functional needs repair
21121,non functional
11596,non functional
14449,non functional
10911,non functional
19591,functional needs repair
10313,non functional
7905,non functional
4522,non functional
20714,functional needs repair
23044,non functional
16415,functional needs repair
22792,non functional
3352,non functional
12629,non functional
6948,non functional
6258,functional needs repair
21519,non functional
25803,non functional
15409,non functional
24364,non functional
1042,non functional
12871,non functional
15848,functional needs repair
21021,non functional
17478,non functional
8695,non functional
25473,non functional
1781,non functional
18433,non functional
18290,functional needs repair
23222,non functional
57,non functional
20920,non functional
5313,functional needs repair
3543,non functional
8437,non functional
9026,non functional
14688,non functional
7799,non functional
10782,non functional
12528,non functional
15356,non functional
4545,non functional
16799,non functional
12199,non functional
12750,functional needs repair
22713,non functional
18926,non functional
12804,non functional
14224,non functional
10761,non functional
22944,functional needs repair
15928,non functional
4679,non functional
11735,non functional
15027,non functional
19934,non functional
25106,non functional
8359,non functional
24966,non functional
7361,non functional
6947,non functional
13168,non functional
2340,non functional
20928,non functional
21618,functional needs repair
20471,non functional
1749,non functional
5685,non functional
953,non functional
11497,non functional
23834,non functional
26464,non functional
4319,non functional
20272,functional needs repair
27048,non functional
2231,non functional
12052,functional needs repair
23471,non functional
24894,functional needs repair
1252,non functional
10665,functional needs repair
1102,non functional
10557,non functional
6466,non functional
24976,non functional
4835,non functional
19548,non functional
18374,functional needs repair
5865,non functional
1032,non functional
25829,non functional
892,non functional
24903,non functional
21644,non functional
7532,functional needs repair
26506,functional needs repair
12029,non functional
3879,non functional
11368,non functional
16624,non functional
22860,non functional
10577,non functional
9896,non functional
3527,non functional
3642,functional needs repair
15849,non functional
25340,non functional
21202,non functional
13569,non functional
21527,functional needs repair
24961,non functional
